Name,h2,h3,h4,h5,h6,url
"A-Z People,Contact & Links","Imperial,Alert,Main Navigation,Department of Surgery and Cancer,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Mary E Roddie,Dr Justin Roe,Miss Fiona E V Rohlffs,Mr Jonty Roland,Dr Matthew Rollin,Dr Dalia Rosano,Mr Thomas Rosenbaum,Dr Simon Rowland,Dr Jaya Roy Choudhury,Dr Aruchuna Ruban,Dr Francesca Rubulotta,Mr Branavan Rudran,Dr Annabel Rule,Miss Amelia J Rushton,Dr Stephanie J Russ,Dr Anne-Marie Russell,Mr Matthew Ryan,Dr Sanjeeve Sabharwal,Miss Eirini Sachouli,Mr Hazim Sadideen,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/department-surgery-cancer/about-us/a-z-people/?instanceid=%2fsurgerycancer%2fabout%2fpeople&pplist-action=people.html&page=51"
"A-Z People,Contact & Links,,","Imperial,Alert,Main Navigation,Department of Surgery and Cancer,About us,Section Information,Useful Links,College Information,Summary,Publications","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Professor Isao Sakaida,Mr Sivaguru Salakianathan,Dr Justin Salciccioli,Dr Azeem Saleem,Professor Hesham Saleh,Dr Ali Salehi-Reyhani,Dr Safa Salim,Dr Amit Samani,Mr Amandeep Singh Sandhu,Mr Guri Sandhu,Miss Maria Sani,Dr Ainkaran Santhirasekaram,Mr Alvise Saracco,Mrs Joanne Sarao,Dr Mohammad N Sarwar,Mr Sutharsan Satkunarajah,Dr Brian P Saunders,Dr Georgina Sava,Professor Amulya Saxena,Dr Anwar Abdulfattah A Sayed,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Contact,Location,Summary,Journals,Affiliations,Links,Twitter","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/department-surgery-cancer/about-us/a-z-people/?instanceid=%2fsurgerycancer%2fabout%2fpeople&pplist-action=people.html&page=52, http://www.imperial.ac.uk/people/brijesh.patel"
"A-Z People,Contact & Links","Imperial,Alert,Main Navigation,Department of Surgery and Cancer,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Glenn Arnold,Dr Kavleen K Arora,Dr Sonal Arora,Dr Peter B Arrigoni,Dr Meena Arunakirinathan,Mr Shobhit Arya,Mr Hutan Ashrafian,Dr Mohammed Aslam,Professor Thanos Athanasiou,Dr Edouard J B Auvinet,Dr Michalakis Averkiou,Dr James P Avery,Mr Zaid Awad,Mr Christopher Aylwin,Dr Omer Aziz,Mr Adarsh Babber,Mr Philip D Badman,Mrs Sara Badvie,Dr Sekina Bakare,Dr Kirsty A Balachandran,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/department-surgery-cancer/about-us/a-z-people/?instanceid=%2fsurgerycancer%2fabout%2fpeople&pplist-action=people.html&page=5"
"A-Z People,Contact & Links","Imperial,Alert,Main Navigation,Department of Surgery and Cancer,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Paolo Bianchi,Miss Jasmine K Bickel,Mr Colin D Bicknell,Dr Anna M Bielinska,Miss Amanda Bigault,Mrs Ezara Bird,Professor David Birnbach,Ms Ruth C Black,Mr Robert James Blagden,Dr Sarah P Blagden,Dr David Blakey PhD,Ms Noemi Blazquez Benito,Ms Alice M Blencowe,Mr Philip Bloom,Mr Lee Bolton,Ms Layla J Bolton Saghdaoui,Ms Jessica Bonetti,Dr Roshan Bootun,Miss Sarah Borg Cardona,Dr Simone Borsci,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/department-surgery-cancer/about-us/a-z-people/?instanceid=%2fsurgerycancer%2fabout%2fpeople&pplist-action=people.html&page=8"
"A-Z our people,Contact & Links","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Kevin C Cheng,Miss Wing Sum Cheng,Dr Sek Shir Cheong,Dr Adrian H Chester,Ms Wing-See Cheung,Dr Anne H Child,Professor Edwin R Chilvers FRCP, PhD, ScD, FMedSci,Mrs Sarah J Chopping,Dr Desmond Chow,Dr Rasheda A Chowdhury,Dr Felix Chua,Mr Andrew Chukwuemeka,Dr Emma Chung,Professor Fan Chung,Dr Colin P Churchward,Dr Vincent Cibert-Goton,Dr Clara Cieza-Borella,Dr Peter Clark,Dr Piers Clifford,Miss Emma C Coady,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=8"
"A-Z our people,Contact & Links,,,Nishith Patel,Nishith N. Patel, BSc (Hons) MB BCh PhD MRCS FRCS (C-Th),,","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information,Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author,Search form,ALERT!,Background,Other Interests,Practice Areas,Organizations","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Professor Michael I Polkey,Dr Sanjay Popat,Miss Laura Portas,Dr Andrew W Porter,Miss Nelisa Poshai,Mr James F Potts,Dr Krisna Prak,Professor Sanjay K Prasad,Miss Zara Prem,Dr Laura C Price,Dr Susanna Price,Miss Michelle J Pugh,Professor Prakash P Punjabi MS, MCh,FRCS,FESC,FCCP,Dr Franz K D Puttur,Miss Chloe J Pyle,Mr Connor Qiu,Miss Angela Queen,Dr Gregory J Quinlan,Ms Lisa Quinn,Miss Valerie B Quinn,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Cited by,View all","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=35, https://scholar.google.com/citations?user=sSBhQd4AAAAJ&hl=en, https://www.ctsnet.org/home/nnpatel"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=131"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=141, http://www.imperial.ac.uk/people/amit.patel"
",,A-Z our people,Contact & Links,Object Moved","Selected Publications,Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Contact,Location,Summary,Journal Articles,Affiliations,Links,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Professor Jennifer K Quint,Dr Norman A Qureshi,Dr Katie Raby,Dr Isma Rafiq,Dr Shelley L Rahman,Miss Ranjit K Rai,Miss Ramyah Rajakulasingam,Ms Jaya Rajamanie,Dr Christopher A Rajkumar,Dr Anenta Ramakrishnan,Dr Kumar Ramnarine,Dr Bushra Rana,Professor Anna M Randi,Professor Sara M Rankin,Dr Garth W Rapeport,Dr Anna K Reed,Dr Benedict Reilly-O'Donnell,Miss Cath Renwick,Dr Elizabeth Renzoni,Dr Carl J Reynolds,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/s.prasad, http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=36, http://www.rbht.nhs.uk/healthprofessionals/consultants/prasad/"
"Object Moved,,","Summary,Selected Publications","Contact,Location,Summary,Journal Articles,Affiliations,Links,Twitter",No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=184, http://www.imperial.ac.uk/people/s.thayyil"
"A-Z our people,Contact & Links","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Claudia I Juarez Molina,Miss Tamanna Kabir,Dr Balrik Kailey,Miss Cheyanne Kailla,Dr Constantinos Kallis,Dr Viktoria Kalna,Dr Kam Kalsi,Dr Sunthar Kanaganayagam,Professor Prapa Kanagaratnam,Dr Jasper Kappen,Mrs Sabrina Kapur,Ms Sarah Kargbo,Miss Anna Kasim,Dr Sundeep Kaul,Dr Amit Kaura,Mrs Meliha Kaya-Barge,Dr Nandita Kaza,Dr Tata Kebadze,Dr Jennifer Keegan,Dr Daniel Keene,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=22"
